level_0,index,date_reg,type,maker,model,colour,fuel,state
25199,130486,2025-03-11,jip,Smart,Brabus,white,electric,Selangor
25200,130487,2025-03-11,jip,Subaru,XV,white,petrol,Negeri Sembilan
25201,130488,2025-03-11,jip,Suzuki,Jimny,black,petrol,W.P. Kuala Lumpur
25202,130489,2025-03-11,jip,Suzuki,Jimny,green,petrol,Melaka
25204,130491,2025-03-11,jip,Suzuki,Jimny Sierra,yellow,petrol,Sarawak
25205,130492,2025-03-11,jip,Suzuki,Jimny Sierra,black,petrol,W.P. Kuala Lumpur
25208,130498,2025-03-11,motokar,Tesla,Model 3,grey,electric,Negeri Sembilan
25209,130499,2025-03-11,motokar,Tesla,Model 3,black,electric,W.P. Kuala Lumpur
25214,130505,2025-03-11,window_van,Toyota,Alphard,white,petrol,Negeri Sembilan
25215,130507,2025-03-11,window_van,Toyota,Alphard,white,petrol,Pulau Pinang
25216,130508,2025-03-11,window_van,Toyota,Alphard,white,petrol,Johor
25217,130509,2025-03-11,window_van,Toyota,Alphard,white,petrol,W.P. Kuala Lumpur
25218,130514,2025-03-11,window_van,Toyota,Alphard,black,petrol,W.P. Kuala Lumpur
25219,130516,2025-03-11,window_van,Toyota,Alphard,brown,petrol,W.P. Kuala Lumpur
25220,130517,2025-03-11,window_van,Toyota,Alphard,black,petrol,Johor
25221,130526,2025-03-11,window_van,Toyota,Alphard,black,petrol,Selangor
25222,130533,2025-03-11,window_van,Toyota,Alphard,white,petrol,Kedah
25224,130537,2025-03-11,window_van,Toyota,Alphard,beige,petrol,Selangor
25225,130539,2025-03-11,window_van,Toyota,Alphard,white,petrol,Kelantan
25226,130562,2025-03-11,window_van,Toyota,Alphard,white,petrol,Terengganu
25227,130564,2025-03-11,window_van,Toyota,Alphard,white,petrol,Perak
25228,130572,2025-03-11,window_van,Toyota,Alphard,white,petrol,Selangor
25229,130579,2025-03-11,motokar,Toyota,Camry,black,hybrid_petrol,W.P. Kuala Lumpur
25243,130615,2025-03-11,jip,Toyota,Corolla Cross,blue,hybrid_petrol,W.P. Kuala Lumpur
25244,130632,2025-03-11,jip,Toyota,Corolla Cross,blue,petrol,Selangor
25245,130643,2025-03-11,jip,Toyota,Fortuner,silver,diesel,W.P. Kuala Lumpur
25248,130647,2025-03-11,jip,Toyota,Fortuner,white,diesel,Sabah
25250,130650,2025-03-11,jip,Toyota,Fortuner,silver,diesel,Selangor
25252,130652,2025-03-11,motokar,Toyota,GR86,red,petrol,Melaka
25253,130653,2025-03-11,motokar,Toyota,GR86,black,petrol,Johor
25255,130655,2025-03-11,jip,Toyota,Harrier,black,petrol,Sabah
25256,130656,2025-03-11,jip,Toyota,Harrier,white,petrol,Pulau Pinang
25257,130658,2025-03-11,jip,Toyota,Harrier,white,petrol,W.P. Kuala Lumpur
25258,130659,2025-03-11,jip,Toyota,Harrier,white,petrol,Kedah
25260,130663,2025-03-11,jip,Toyota,Harrier,white,petrol,Johor
25261,130665,2025-03-11,jip,Toyota,Harrier,black,petrol,W.P. Kuala Lumpur
25262,130670,2025-03-11,window_van,Toyota,Hiace,white,diesel,Pulau Pinang
25263,130671,2025-03-11,window_van,Toyota,Hiace,white,diesel,W.P. Kuala Lumpur
25264,130672,2025-03-11,pick_up,Toyota,Hilux,black,diesel,Sabah
25265,130673,2025-03-11,pick_up,Toyota,Hilux,white,diesel,Johor
25266,130674,2025-03-11,pick_up,Toyota,Hilux,brown,diesel,Sarawak
25267,130675,2025-03-11,pick_up,Toyota,Hilux,white,diesel,Sabah
25268,130676,2025-03-11,pick_up,Toyota,Hilux,black,diesel,Selangor
25269,130678,2025-03-11,pick_up,Toyota,Hilux,black,diesel,Perak
25270,130679,2025-03-11,pick_up,Toyota,Hilux,black,diesel,W.P. Kuala Lumpur
25271,130680,2025-03-11,pick_up,Toyota,Hilux,black,diesel,Kelantan
25272,130681,2025-03-11,pick_up,Toyota,Hilux,black,greendiesel,Sabah
25273,130685,2025-03-11,pick_up,Toyota,Hilux,silver,greendiesel,Sarawak
25274,130686,2025-03-11,pick_up,Toyota,Hilux,white,diesel,Pahang
25275,130687,2025-03-11,pick_up,Toyota,Hilux,white,diesel,W.P. Kuala Lumpur
25276,130688,2025-03-11,pick_up,Toyota,Hilux,white,greendiesel,Selangor
25277,130690,2025-03-11,pick_up,Toyota,Hilux,white,greendiesel,Pulau Pinang
25278,130692,2025-03-11,pick_up,Toyota,Hilux,brown,diesel,Johor
25279,130693,2025-03-11,pick_up,Toyota,Hilux,silver,diesel,Johor
25280,130694,2025-03-11,pick_up,Toyota,Hilux,black,diesel,Sarawak
25281,130700,2025-03-11,pick_up,Toyota,Hilux,brown,diesel,W.P. Kuala Lumpur
25282,130702,2025-03-11,pick_up,Toyota,Hilux,silver,greendiesel,Pulau Pinang
25283,130703,2025-03-11,pick_up,Toyota,Hilux,brown,diesel,Selangor
25284,130705,2025-03-11,pick_up,Toyota,Hilux,silver,diesel,Sarawak
25285,130706,2025-03-11,pick_up,Toyota,Hilux,white,diesel,Pulau Pinang
25286,130708,2025-03-11,pick_up,Toyota,Hilux,white,greendiesel,Perak
25287,130709,2025-03-11,pick_up,Toyota,Hilux,black,greendiesel,W.P. Kuala Lumpur
25288,130710,2025-03-11,pick_up,Toyota,Hilux,white,greendiesel,Johor
25289,130711,2025-03-11,pick_up,Toyota,Hilux,red,greendiesel,Sabah
25290,130713,2025-03-11,pick_up,Toyota,Hilux,white,diesel,Sarawak
25291,130715,2025-03-11,pick_up,Toyota,Hilux,grey,diesel,Selangor
25294,130719,2025-03-11,jip,Toyota,Land Cruiser,white,petrol,Sarawak
25295,130720,2025-03-11,jip,Toyota,Land Cruiser,black,diesel,Sabah
25296,130721,2025-03-11,jip,Toyota,Land Cruiser,white,petrol,W.P. Kuala Lumpur
25298,130724,2025-03-11,window_van,Toyota,Noah,white,petrol,Negeri Sembilan
25299,130725,2025-03-11,motokar,Toyota,Supra,white,petrol,W.P. Kuala Lumpur
25300,130726,2025-03-11,motokar,Toyota,Supra,blue,petrol,W.P. Kuala Lumpur
25302,130728,2025-03-11,window_van,Toyota,Vellfire,black,petrol,W.P. Kuala Lumpur
25303,130729,2025-03-11,window_van,Toyota,Vellfire,white,petrol,Selangor
25304,130731,2025-03-11,window_van,Toyota,Vellfire,white,petrol,W.P. Kuala Lumpur
25305,130733,2025-03-11,window_van,Toyota,Vellfire,black,petrol,Johor
25306,130735,2025-03-11,window_van,Toyota,Vellfire,white,petrol,Kelantan
25308,130737,2025-03-11,window_van,Toyota,Vellfire,black,petrol,Selangor
25309,130741,2025-03-11,window_van,Toyota,Vellfire,white,petrol,Johor
25312,130744,2025-03-11,motokar_pelbagai_utiliti,Toyota,Veloz,black,petrol,Sabah
25316,130763,2025-03-11,motokar,Toyota,Vios,black,petrol,Kedah
25317,130765,2025-03-11,motokar,Toyota,Vios,black,petrol,Kelantan
25320,130782,2025-03-11,motokar,Toyota,Vios,black,petrol,Terengganu
25321,130787,2025-03-11,motokar,Toyota,Vios,red,petrol,W.P. Kuala Lumpur
25322,130798,2025-03-11,motokar,Toyota,Vios,white,petrol,W.P. Kuala Lumpur
25323,130812,2025-03-11,motokar,Toyota,Vios,white,petrol,Pahang
25326,130850,2025-03-11,motokar,Toyota,Vios,silver,petrol,W.P. Kuala Lumpur
25327,130856,2025-03-11,motokar,Toyota,Vios,red,petrol,Negeri Sembilan
25328,130869,2025-03-11,window_van,Toyota,Voxy,white,petrol,Sarawak
25331,130873,2025-03-11,window_van,Toyota,Voxy,white,petrol,Selangor
25332,130874,2025-03-11,motokar,Toyota,Yaris,white,petrol,Pahang
25333,130875,2025-03-11,motokar,Toyota,Yaris,white,petrol,W.P. Kuala Lumpur
25336,130878,2025-03-11,motokar,Toyota,Yaris,white,petrol,Johor
25337,130885,2025-03-11,motokar,Toyota,Yaris,white,petrol,Pulau Pinang
25340,130898,2025-03-11,jip,Volvo,XC90,black,hybrid_petrol,W.P. Kuala Lumpur
25341,130899,2025-03-11,window_van,Weststar Maxus,V80,white,greendiesel,W.P. Kuala Lumpur
25342,130901,2025-03-11,jip,Xpeng,G6,silver,electric,Pulau Pinang
25345,130904,2025-03-11,window_van,Zeekr,009,black,electric,Pulau Pinang
25346,130905,2025-03-11,window_van,Zeekr,009,black,electric,W.P. Kuala Lumpur
25350,130911,2025-03-12,motokar,BMW,5 Series,blue,petrol,W.P. Kuala Lumpur
25351,130912,2025-03-12,motokar,BMW,5 Series,green,petrol,W.P. Kuala Lumpur
25353,130915,2025-03-12,jip,BMW,X5,grey,petrol,W.P. Kuala Lumpur
25354,130916,2025-03-12,motokar,BMW,i4,white,electric,Pulau Pinang
25356,130918,2025-03-12,jip,BMW,iX2,grey,electric,Johor
25361,130927,2025-03-12,motokar_pelbagai_utiliti,BYD,M6,grey,electric,Negeri Sembilan
25366,130934,2025-03-12,jip,BYD,Sealion,grey,electric,Sabah
25367,130935,2025-03-12,jip,BYD,Sealion,grey,electric,Pulau Pinang
25368,130936,2025-03-12,jip,BYD,Sealion,grey,electric,Selangor
25371,130939,2025-03-12,jip,BYD,Sealion,white,electric,Sabah
25372,130944,2025-03-12,window_van,Cam,Kingo,white,greendiesel,W.P. Kuala Lumpur
25373,130945,2025-03-12,window_van,Cam,Placer-X,yellow,greendiesel,Johor
25375,130947,2025-03-12,jip,Chery,Jaecoo J7,white,petrol,Johor
25377,130950,2025-03-12,jip,Chery,Jaecoo J7,silver,petrol,Pulau Pinang
25378,130951,2025-03-12,jip,Chery,Jaecoo J7,green,petrol,W.P. Kuala Lumpur
25379,130954,2025-03-12,jip,Chery,Jaecoo J7,silver,petrol,Johor
25380,130955,2025-03-12,jip,Chery,Jaecoo J7,silver,petrol,W.P. Kuala Lumpur
25381,130957,2025-03-12,jip,Chery,Jaecoo J7,silver,petrol,Sabah
25383,130967,2025-03-12,jip,Chery,Jaecoo J7,black,petrol,W.P. Kuala Lumpur
25387,131004,2025-03-12,jip,Chery,Omoda 5,white,petrol,W.P. Kuala Lumpur
25389,131008,2025-03-12,jip,Chery,Omoda 9,grey,petrol,W.P. Kuala Lumpur
25393,131014,2025-03-12,jip,Chery,Omoda 9,grey,petrol,Selangor
25394,131025,2025-03-12,jip,Chery,Omoda 9,black,petrol,Perak
25395,131029,2025-03-12,jip,Chery,Omoda 9,grey,petrol,Perak
25400,131047,2025-03-12,jip,Chery,Tiggo,black,petrol,Sabah
25401,131051,2025-03-12,jip,Chery,Tiggo,silver,petrol,W.P. Kuala Lumpur
25402,131053,2025-03-12,jip,Daihatsu,Taft,green,petrol,Sarawak
25403,131054,2025-03-12,window_van,Denza,D9 Advanced,white,electric,W.P. Kuala Lumpur
25404,131055,2025-03-12,window_van,Denza,D9 Advanced,blue,electric,W.P. Kuala Lumpur
25407,131058,2025-03-12,pick_up,Foday,NHQ 102,black,greendiesel,Pulau Pinang
25408,131059,2025-03-12,jip,Ford,Everest,black,greendiesel,Sarawak
25412,131063,2025-03-12,pick_up,Ford,Ranger,black,petrol,Sabah
25413,131064,2025-03-12,pick_up,Ford,Ranger,blue,petrol,Sabah
25414,131067,2025-03-12,pick_up,Ford,Ranger,black,greendiesel,Sarawak
25415,131068,2025-03-12,pick_up,Ford,Ranger,orange,petrol,W.P. Kuala Lumpur
25416,131069,2025-03-12,pick_up,Ford,Ranger,grey,greendiesel,Kelantan
25417,131071,2025-03-12,window_van,Foton,View,white,greendiesel,Sarawak
25426,131085,2025-03-12,jip,Great Wall,Tank 300,black,petrol,W.P. Kuala Lumpur
25429,131089,2025-03-12,jip,Honda,CR-V,grey,hybrid_petrol,Kedah
25433,131100,2025-03-12,jip,Honda,CR-V,white,petrol,Terengganu
25434,131104,2025-03-12,jip,Honda,CR-V,white,petrol,Pulau Pinang
25438,131124,2025-03-12,motokar,Honda,City,grey,petrol,Johor
25439,131127,2025-03-12,motokar,Honda,City,grey,petrol,Kelantan
25444,131144,2025-03-12,motokar,Honda,City,grey,petrol,W.P. Kuala Lumpur
25445,131154,2025-03-12,motokar,Honda,City,white,petrol,Kelantan
25446,131174,2025-03-12,motokar,Honda,City,white,petrol,Kedah
25448,131186,2025-03-12,motokar,Honda,City,red,petrol,Pahang
25451,131223,2025-03-12,motokar,Honda,Civic,black,petrol,Johor
25453,131225,2025-03-12,motokar,Honda,Civic,red,petrol,Kedah
25454,131228,2025-03-12,motokar,Honda,Civic,grey,petrol,W.P. Kuala Lumpur
25455,131229,2025-03-12,motokar,Honda,Civic,white,petrol,Selangor
25456,131232,2025-03-12,motokar,Honda,Civic,red,hybrid_petrol,Sarawak
25459,131240,2025-03-12,motokar,Honda,Civic,black,petrol,Pahang
25461,131242,2025-03-12,motokar,Honda,Civic,white,petrol,Sarawak
25462,131248,2025-03-12,motokar,Honda,Civic,black,petrol,Kelantan
25464,131252,2025-03-12,motokar,Honda,Civic,red,petrol,Sarawak
25465,131254,2025-03-12,motokar,Honda,Civic,white,petrol,Johor
25466,131258,2025-03-12,motokar,Honda,Civic,grey,petrol,Johor
25467,131274,2025-03-12,motokar,Honda,HR-V,silver,petrol,Kelantan
25472,131282,2025-03-12,motokar,Honda,HR-V,grey,petrol,Kedah
25474,131286,2025-03-12,motokar,Honda,HR-V,grey,petrol,Sabah
25475,131287,2025-03-12,motokar,Honda,HR-V,grey,petrol,Johor
25479,131297,2025-03-12,motokar,Honda,HR-V,white,petrol,Johor
25482,131303,2025-03-12,motokar,Honda,HR-V,grey,petrol,Sarawak
25483,131305,2025-03-12,motokar,Honda,HR-V,red,petrol,Kedah
25484,131314,2025-03-12,motokar,Honda,HR-V,grey,petrol,Selangor
25485,131315,2025-03-12,motokar,Honda,HR-V,white,petrol,W.P. Kuala Lumpur
25486,131326,2025-03-12,motokar,Honda,HR-V,silver,petrol,W.P. Kuala Lumpur
25487,131340,2025-03-12,window_van,Honda,Odyssey,white,petrol,W.P. Kuala Lumpur
25488,131341,2025-03-12,window_van,Honda,STEPWGN,black,petrol,W.P. Kuala Lumpur
25490,131343,2025-03-12,window_van,Honda,STEPWGN,black,petrol,Terengganu
25495,131350,2025-03-12,motokar,Honda,WR-V,white,petrol,Sabah
25504,131378,2025-03-12,pick_up,JMC,Pickup,grey,greendiesel,Kedah
25505,131379,2025-03-12,window_van,Kia,Carnival,black,diesel,Selangor
25506,131380,2025-03-12,jip,Kia,Sportage,white,petrol,Selangor
25509,131383,2025-03-12,jip,Kia,Sportage,white,petrol,Kedah
25510,131384,2025-03-12,jip,Land Rover,Defender,blue,petrol,W.P. Kuala Lumpur
25512,131386,2025-03-12,jip,Lexus,NX,white,petrol,Selangor
25513,131387,2025-03-12,jip,Lexus,RX,black,petrol,Johor
25514,131388,2025-03-12,jip,Lexus,RX,white,petrol,W.P. Kuala Lumpur
25516,131391,2025-03-12,jip,Lexus,RX,red,petrol,W.P. Kuala Lumpur
25518,131393,2025-03-12,jip,Lexus,RX,silver,petrol,Pulau Pinang
25520,131396,2025-03-12,jip,Lexus,RX,white,petrol,Johor
25523,131399,2025-03-12,motokar,MG,Cyberster,red,electric,W.P. Kuala Lumpur
25528,131406,2025-03-12,motokar,Mazda,3,grey,petrol,Johor
25537,131419,2025-03-12,motokar,Mazda,CX-30,black,petrol,Perak
25538,131423,2025-03-12,motokar,Mazda,CX-30,black,petrol,W.P. Kuala Lumpur
25542,131433,2025-03-12,jip,Mazda,CX-5,gold,petrol,Sarawak
25550,131444,2025-03-12,motokar,Mercedes Benz,A-Class,white,petrol,Kelantan
25551,131445,2025-03-12,motokar,Mercedes Benz,A-Class,white,petrol,Selangor
25552,131446,2025-03-12,motokar,Mercedes Benz,A-Class,silver,petrol,Johor
25553,131448,2025-03-12,motokar,Mercedes Benz,A-Class,white,petrol,W.P. Kuala Lumpur
25554,131449,2025-03-12,motokar,Mercedes Benz,A-Class,grey,petrol,Selangor
25556,131451,2025-03-12,motokar,Mercedes Benz,C-Class,red,petrol,Johor
25557,131452,2025-03-12,motokar,Mercedes Benz,C-Class,black,petrol,Perak
25560,131455,2025-03-12,motokar,Mercedes Benz,C-Class,grey,hybrid_petrol,W.P. Kuala Lumpur
25563,131458,2025-03-12,motokar,Mercedes Benz,CLA,white,petrol,W.P. Kuala Lumpur
25567,131464,2025-03-12,motokar,Mercedes Benz,E-Class,white,hybrid_petrol,W.P. Kuala Lumpur
25568,131465,2025-03-12,motokar,Mercedes Benz,E-Class,silver,petrol,W.P. Kuala Lumpur
25569,131466,2025-03-12,motokar,Mercedes Benz,E-Class,silver,hybrid_petrol,Johor
25570,131468,2025-03-12,jip,Mercedes Benz,G-Class,black,hybrid_petrol,W.P. Kuala Lumpur
25573,131471,2025-03-12,jip,Mercedes Benz,GLC,white,hybrid_petrol,Pulau Pinang
25576,131474,2025-03-12,jip,Mercedes Benz,GLC,silver,hybrid_petrol,W.P. Kuala Lumpur
25579,131481,2025-03-12,jip,Mercedes Benz,GLE,grey,diesel,W.P. Kuala Lumpur
25580,131482,2025-03-12,jip,Mercedes Benz,GLE,red,petrol,W.P. Kuala Lumpur
25581,131483,2025-03-12,jip,Mini,Countryman,blue,petrol,Pulau Pinang
25582,131484,2025-03-12,jip,Mini,Countryman,green,petrol,W.P. Kuala Lumpur
25584,131487,2025-03-12,motokar,Mitsubishi,Lancer,black,petrol,W.P. Kuala Lumpur
25592,131502,2025-03-12,motokar_pelbagai_utiliti,Mitsubishi,Xpander,black,petrol,Terengganu
25598,131540,2025-03-12,motokar,Nissan,Almera,orange,petrol,Kedah
25600,131542,2025-03-12,motokar,Nissan,Almera,grey,petrol,Johor
25601,131543,2025-03-12,jip,Nissan,Kicks,white,hybrid_petrol,Kelantan
25608,131552,2025-03-12,pick_up,Nissan,Navara,white,greendiesel,Johor
25611,131555,2025-03-12,window_van,Nissan,Serena,grey,petrol,Johor
25618,131654,2025-03-12,motokar_pelbagai_utiliti,Perodua,Alza,brown,petrol,Selangor
25624,131710,2025-03-12,jip,Perodua,Aruz,silver,petrol,Kedah
25625,131722,2025-03-12,jip,Perodua,Aruz,black,petrol,Johor
25630,131732,2025-03-12,jip,Perodua,Ativa,red,petrol,Pahang
25632,131758,2025-03-12,jip,Perodua,Ativa,grey,petrol,Terengganu
25633,131759,2025-03-12,jip,Perodua,Ativa,red,petrol,Terengganu
25634,131760,2025-03-12,jip,Perodua,Ativa,white,petrol,Pulau Pinang
25635,131780,2025-03-12,jip,Perodua,Ativa,grey,petrol,Johor
25641,131878,2025-03-12,motokar,Perodua,Axia,grey,petrol,Perak
25642,131909,2025-03-12,motokar,Perodua,Axia,blue,petrol,Johor
25643,131970,2025-03-12,motokar,Perodua,Axia,grey,petrol,Selangor
25650,132072,2025-03-12,motokar,Perodua,Bezza,red,petrol,W.P. Kuala Lumpur
25651,132126,2025-03-12,motokar,Perodua,Bezza,red,petrol,Kelantan
25652,132159,2025-03-12,motokar,Perodua,Bezza,red,petrol,Kedah
25653,132195,2025-03-12,motokar,Perodua,Bezza,silver,petrol,Selangor
25654,132211,2025-03-12,motokar,Perodua,Bezza,brown,petrol,Negeri Sembilan
25655,132230,2025-03-12,motokar,Perodua,Bezza,silver,petrol,Terengganu
25656,132234,2025-03-12,motokar,Perodua,Bezza,brown,petrol,Terengganu
25657,132315,2025-03-12,motokar,Perodua,Bezza,grey,petrol,W.P. Kuala Lumpur
25662,132363,2025-03-12,motokar,Perodua,Myvi,red,petrol,Kedah
25664,132407,2025-03-12,motokar,Perodua,Myvi,red,petrol,Melaka
25665,132409,2025-03-12,motokar,Perodua,Myvi,grey,petrol,Selangor
25666,132476,2025-03-12,motokar,Perodua,Myvi,white,petrol,Kedah
25667,132501,2025-03-12,motokar,Perodua,Myvi,red,petrol,Johor
25671,132606,2025-03-12,motokar,Porsche,718 Cayman,black,petrol,W.P. Kuala Lumpur
25672,132607,2025-03-12,motokar,Porsche,944,white,petrol,W.P. Kuala Lumpur
25673,132608,2025-03-12,jip,Porsche,Cayenne,grey,petrol,Selangor
25675,132610,2025-03-12,jip,Porsche,Cayenne,black,petrol,W.P. Kuala Lumpur
25676,132611,2025-03-12,jip,Porsche,Macan,blue,petrol,Perak
25677,132612,2025-03-12,jip,Porsche,Macan,black,petrol,W.P. Kuala Lumpur
25679,132614,2025-03-12,jip,Porsche,Macan,green,electric,Sarawak
25680,132615,2025-03-12,jip,Porsche,Macan,white,petrol,W.P. Kuala Lumpur
25695,132732,2025-03-12,motokar,Proton,S70,green,petrol,Kedah
25702,132781,2025-03-12,motokar,Proton,Saga,grey,petrol,Selangor
25703,132799,2025-03-12,motokar,Proton,Saga,red,petrol,W.P. Kuala Lumpur
25709,132965,2025-03-12,jip,Proton,X50,black,petrol,W.P. Kuala Lumpur
25710,132978,2025-03-12,jip,Proton,X50,grey,petrol,Pahang
25714,133000,2025-03-12,jip,Proton,X70,blue,petrol,W.P. Kuala Lumpur
25718,133029,2025-03-12,jip,Proton,X90,silver,petrol,Selangor
25722,133035,2025-03-12,jip,Proton,X90,grey,petrol,Kelantan
25726,133041,2025-03-12,jip,Proton,e.MAS 7,green,electric,Sarawak
25727,133043,2025-03-12,jip,Proton,e.MAS 7,pink,electric,Pahang
25728,133044,2025-03-12,jip,Proton,e.MAS 7,grey,electric,Sarawak
25732,133053,2025-03-12,motokar,Subaru,BRZ,blue,petrol,W.P. Kuala Lumpur
25734,133055,2025-03-12,jip,Subaru,Forester,blue,petrol,W.P. Kuala Lumpur
25736,133057,2025-03-12,jip,Suzuki,Jimny,grey,petrol,Johor
25745,133069,2025-03-12,motokar,Toyota,86,white,petrol,Sarawak
25747,133071,2025-03-12,window_van,Toyota,Alphard,white,petrol,W.P. Kuala Lumpur
25748,133072,2025-03-12,window_van,Toyota,Alphard,white,petrol,Sarawak
25749,133073,2025-03-12,window_van,Toyota,Alphard,black,petrol,W.P. Kuala Lumpur
25751,133075,2025-03-12,window_van,Toyota,Alphard,white,petrol,Kedah
25753,133079,2025-03-12,window_van,Toyota,Alphard,white,petrol,Selangor
25754,133080,2025-03-12,window_van,Toyota,Alphard,white,petrol,Johor
25755,133082,2025-03-12,window_van,Toyota,Alphard,white,petrol,Perak
25756,133088,2025-03-12,window_van,Toyota,Alphard,black,petrol,Selangor
25757,133094,2025-03-12,window_van,Toyota,Alphard,red,petrol,W.P. Kuala Lumpur
25758,133098,2025-03-12,window_van,Toyota,Alphard,black,petrol,Johor
25759,133105,2025-03-12,window_van,Toyota,Alphard,black,petrol,Kelantan
25760,133110,2025-03-12,window_van,Toyota,Alphard,black,petrol,Perak
25761,133122,2025-03-12,window_van,Toyota,Alphard,white,petrol,Pulau Pinang
25762,133128,2025-03-12,window_van,Toyota,Alphard,brown,petrol,W.P. Kuala Lumpur
25765,133155,2025-03-12,jip,Toyota,Corolla Cross,white,petrol,W.P. Kuala Lumpur
25774,133176,2025-03-12,jip,Toyota,Corolla Cross,white,petrol,Johor
25775,133182,2025-03-12,jip,Toyota,Corolla Cross,white,hybrid_petrol,Terengganu
25776,133185,2025-03-12,jip,Toyota,Corolla Cross,blue,petrol,W.P. Kuala Lumpur
25778,133189,2025-03-12,jip,Toyota,Corolla Cross,white,hybrid_petrol,W.P. Kuala Lumpur
25779,133194,2025-03-12,jip,Toyota,Corolla Cross,blue,hybrid_petrol,Perak
25780,133207,2025-03-12,jip,Toyota,Corolla Cross,blue,hybrid_petrol,Kelantan
25787,133221,2025-03-12,motokar,Toyota,GR86,grey,petrol,W.P. Kuala Lumpur
25788,133222,2025-03-12,motokar,Toyota,GR86,white,petrol,Selangor
25790,133224,2025-03-12,jip,Toyota,Harrier,black,petrol,Pulau Pinang
25791,133225,2025-03-12,jip,Toyota,Harrier,white,petrol,W.P. Kuala Lumpur
25792,133226,2025-03-12,jip,Toyota,Harrier,black,petrol,W.P. Kuala Lumpur
25795,133230,2025-03-12,jip,Toyota,Harrier,black,petrol,Melaka
25796,133232,2025-03-12,jip,Toyota,Harrier,white,petrol,Selangor
25798,133237,2025-03-12,jip,Toyota,Harrier,black,petrol,Johor
25799,133243,2025-03-12,jip,Toyota,Harrier,white,petrol,Pulau Pinang
25800,133245,2025-03-12,jip,Toyota,Harrier,black,petrol,Sarawak
25801,133246,2025-03-12,window_van,Toyota,Hiace,white,diesel,Perak
25802,133247,2025-03-12,window_van,Toyota,Hiace,white,diesel,Kedah
25803,133248,2025-03-12,pick_up,Toyota,Hilux,black,diesel,Melaka
25804,133249,2025-03-12,pick_up,Toyota,Hilux,white,diesel,Sabah
25805,133250,2025-03-12,pick_up,Toyota,Hilux,black,greendiesel,Sabah
25806,133251,2025-03-12,pick_up,Toyota,Hilux,brown,diesel,W.P. Kuala Lumpur
25807,133253,2025-03-12,pick_up,Toyota,Hilux,brown,diesel,Sabah
25808,133254,2025-03-12,pick_up,Toyota,Hilux,red,greendiesel,Sabah
25809,133256,2025-03-12,pick_up,Toyota,Hilux,silver,diesel,Negeri Sembilan
25810,133257,2025-03-12,pick_up,Toyota,Hilux,white,diesel,Sarawak
25811,133258,2025-03-12,pick_up,Toyota,Hilux,black,diesel,Perak
25812,133259,2025-03-12,pick_up,Toyota,Hilux,white,greendiesel,Perak
25813,133261,2025-03-12,pick_up,Toyota,Hilux,black,diesel,Selangor
25814,133262,2025-03-12,pick_up,Toyota,Hilux,white,diesel,Kedah
25815,133263,2025-03-12,pick_up,Toyota,Hilux,brown,greendiesel,W.P. Kuala Lumpur
25816,133264,2025-03-12,pick_up,Toyota,Hilux,brown,diesel,Negeri Sembilan
25817,133266,2025-03-12,pick_up,Toyota,Hilux,brown,greendiesel,Pulau Pinang
25818,133268,2025-03-12,pick_up,Toyota,Hilux,silver,diesel,W.P. Kuala Lumpur
25819,133269,2025-03-12,pick_up,Toyota,Hilux,black,diesel,Pulau Pinang
25820,133271,2025-03-12,pick_up,Toyota,Hilux,brown,diesel,Selangor
25821,133273,2025-03-12,pick_up,Toyota,Hilux,white,greendiesel,Sabah
25822,133274,2025-03-12,pick_up,Toyota,Hilux,white,diesel,Kelantan
25823,133275,2025-03-12,pick_up,Toyota,Hilux,white,diesel,Terengganu
25824,133276,2025-03-12,pick_up,Toyota,Hilux,black,diesel,Sabah
25825,133277,2025-03-12,pick_up,Toyota,Hilux,black,diesel,Terengganu
25827,133280,2025-03-12,pick_up,Toyota,Hilux,white,diesel,Pahang
25828,133281,2025-03-12,pick_up,Toyota,Hilux,red,greendiesel,Johor
25829,133284,2025-03-12,pick_up,Toyota,Hilux,white,diesel,Selangor
25830,133286,2025-03-12,pick_up,Toyota,Hilux,white,diesel,W.P. Kuala Lumpur
25831,133288,2025-03-12,pick_up,Toyota,Hilux,silver,greendiesel,Selangor
25832,133290,2025-03-12,pick_up,Toyota,Hilux,black,diesel,Johor
25833,133292,2025-03-12,pick_up,Toyota,Hilux,silver,diesel,Johor
25834,133296,2025-03-12,pick_up,Toyota,Hilux,brown,diesel,Melaka
25835,133297,2025-03-12,pick_up,Toyota,Hilux,grey,diesel,Melaka
25836,133299,2025-03-12,jip,Toyota,Land Cruiser,black,diesel,Selangor
25838,133301,2025-03-12,jip,Toyota,Land Cruiser,white,petrol,W.P. Kuala Lumpur
25839,133302,2025-03-12,jip,Toyota,Land Cruiser Prado,white,petrol,W.P. Kuala Lumpur
25841,133304,2025-03-12,window_van,Toyota,Noah,white,petrol,Kedah
25842,133305,2025-03-12,motokar,Toyota,Supra,blue,petrol,Johor
25843,133306,2025-03-12,motokar,Toyota,Supra,grey,petrol,W.P. Kuala Lumpur
25844,133307,2025-03-12,window_van,Toyota,Tank,white,petrol,W.P. Kuala Lumpur
25847,133310,2025-03-12,window_van,Toyota,Vellfire,black,petrol,Sarawak
25848,133311,2025-03-12,window_van,Toyota,Vellfire,white,petrol,W.P. Kuala Lumpur
25849,133312,2025-03-12,window_van,Toyota,Vellfire,white,petrol,Pulau Pinang
