level_0,index,date_reg,type,maker,model,colour,fuel,state
1,1,2025-01-01,window_van,Cam,Placer-X,yellow,greendiesel,Johor
8,8,2025-01-01,pick_up,Ford,Ranger,white,greendiesel,Johor
9,12,2025-01-01,pick_up,Ford,Ranger,white,petrol,Johor
13,21,2025-01-01,motokar,Great Wall,Ora,green,electric,Johor
14,22,2025-01-01,motokar,Honda,City,grey,petrol,Johor
15,23,2025-01-01,window_van,Honda,N-Box,grey,petrol,Johor
16,24,2025-01-01,window_van,Honda,STEPWGN,white,petrol,Johor
18,26,2025-01-01,jip,Jeep,Wrangler,grey,petrol,Johor
19,27,2025-01-01,jip,Lexus,RX,black,petrol,Johor
20,28,2025-01-01,jip,Lexus,RX,white,petrol,Johor
22,32,2025-01-01,jip,MG,MG HS,black,petrol,Kedah
32,46,2025-01-01,pick_up,Nissan,Navara,grey,greendiesel,Johor
35,49,2025-01-01,motokar_pelbagai_utiliti,Perodua,Alza,red,petrol,Kelantan
39,54,2025-01-01,motokar,Perodua,Bezza,silver,petrol,Johor
42,57,2025-01-01,motokar,Porsche,911 Carrera,grey,petrol,Johor
43,58,2025-01-01,jip,Porsche,Macan,white,petrol,Johor
44,59,2025-01-01,motokar,Proton,Iriz,silver,petrol,Terengganu
47,62,2025-01-01,jip,Rolls Royce,Cullinan,white,petrol,Johor
48,63,2025-01-01,window_van,Toyota,Alphard,black,petrol,Johor
49,64,2025-01-01,window_van,Toyota,Alphard,white,petrol,Kedah
50,65,2025-01-01,window_van,Toyota,Alphard,white,petrol,Johor
54,76,2025-01-01,jip,Toyota,Harrier,black,petrol,Kelantan
55,77,2025-01-01,jip,Toyota,Harrier,black,petrol,Johor
56,78,2025-01-01,jip,Toyota,Harrier,white,petrol,Kedah
58,80,2025-01-01,pick_up,Toyota,Hilux,black,greendiesel,Johor
59,81,2025-01-01,pick_up,Toyota,Hilux,silver,greendiesel,Kedah
60,82,2025-01-01,pick_up,Toyota,Hilux,black,greendiesel,Kedah
61,83,2025-01-01,pick_up,Toyota,Hilux,brown,greendiesel,Kedah
62,84,2025-01-01,pick_up,Toyota,Hilux,silver,greendiesel,Johor
63,86,2025-01-01,jip,Toyota,Land Cruiser,black,petrol,Johor
64,87,2025-01-01,jip,Toyota,Land Cruiser Prado,white,diesel,Johor
65,88,2025-01-01,window_van,Toyota,Vellfire,white,petrol,Johor
69,92,2025-01-02,motokar,BMW,3 Series,grey,petrol,Kedah
70,93,2025-01-02,motokar,BMW,3 Series,blue,petrol,Johor
71,94,2025-01-02,motokar,BMW,7 Series,grey,hybrid_petrol,W.P. Kuala Lumpur
72,95,2025-01-02,motokar,BMW,7 Series,black,hybrid_petrol,W.P. Kuala Lumpur
73,96,2025-01-02,jip,BMW,X7,grey,petrol,Melaka
74,97,2025-01-02,jip,BMW,X7,black,petrol,W.P. Kuala Lumpur
76,101,2025-01-02,jip,BMW,iX,grey,electric,W.P. Kuala Lumpur
77,104,2025-01-02,jip,BMW,iX3,white,electric,W.P. Kuala Lumpur
81,109,2025-01-02,window_van,Cam,Kingo,white,greendiesel,Sabah
85,119,2025-01-02,jip,Chery,Jaecoo J7,white,petrol,Pulau Pinang
86,120,2025-01-02,jip,Chery,Jaecoo J7,green,petrol,W.P. Kuala Lumpur
87,121,2025-01-02,jip,Chery,Jaecoo J7,silver,petrol,W.P. Kuala Lumpur
88,124,2025-01-02,jip,Chery,Jaecoo J7,white,petrol,Negeri Sembilan
90,126,2025-01-02,jip,Chery,Jaecoo J7,green,petrol,Pulau Pinang
91,129,2025-01-02,jip,Chery,Jaecoo J7,black,petrol,Pulau Pinang
92,130,2025-01-02,jip,Chery,Jaecoo J7,black,petrol,Sarawak
93,135,2025-01-02,jip,Chery,Jaecoo J7,black,petrol,W.P. Kuala Lumpur
94,139,2025-01-02,jip,Chery,Jaecoo J7,black,hybrid_petrol,W.P. Kuala Lumpur
95,143,2025-01-02,jip,Chery,Omoda 5,black,petrol,W.P. Kuala Lumpur
100,150,2025-01-02,jip,Chery,Omoda 9,white,petrol,Perak
103,153,2025-01-02,motokar,Dong Feng,Box E3,purple,electric,W.P. Kuala Lumpur
105,155,2025-01-02,motokar,Dong Feng,Box E3,green,electric,W.P. Kuala Lumpur
110,161,2025-01-02,pick_up,Ford,Ranger,black,petrol,W.P. Kuala Lumpur
111,163,2025-01-02,pick_up,Ford,Ranger,white,greendiesel,W.P. Kuala Lumpur
112,166,2025-01-02,pick_up,Ford,Ranger,white,greendiesel,Sabah
116,175,2025-01-02,jip,GAC,GS3,grey,petrol,W.P. Kuala Lumpur
117,176,2025-01-02,jip,Great Wall,Haval H6,green,hybrid_petrol,W.P. Kuala Lumpur
119,178,2025-01-02,jip,Great Wall,Tank 300,white,petrol,Johor
120,179,2025-01-02,jip,Great Wall,Tank 300,black,petrol,Sabah
121,180,2025-01-02,motokar,Honda,Civic,white,petrol,Selangor
122,181,2025-01-02,motokar,Honda,Civic,blue,petrol,Selangor
126,185,2025-01-02,window_van,Honda,STEPWGN,white,petrol,W.P. Kuala Lumpur
129,189,2025-01-02,motokar,Honda,WR-V,red,petrol,Selangor
136,201,2025-01-02,jip,Jeep,Wrangler,black,petrol,W.P. Kuala Lumpur
137,202,2025-01-02,window_van,Kia,Carnival,blue,diesel,Johor
138,203,2025-01-02,jip,Lamborghini,Urus,yellow,petrol,Sarawak
139,204,2025-01-02,jip,Land Rover,Defender,brown,diesel,W.P. Kuala Lumpur
140,205,2025-01-02,jip,Land Rover,Defender,black,petrol,W.P. Kuala Lumpur
141,206,2025-01-02,jip,Land Rover,Defender,silver,petrol,W.P. Kuala Lumpur
143,209,2025-01-02,jip,Land Rover,Range Rover Velar,black,petrol,W.P. Kuala Lumpur
144,210,2025-01-02,motokar,Lexus,IS,grey,petrol,W.P. Kuala Lumpur
146,212,2025-01-02,motokar,Lexus,IS,white,petrol,W.P. Kuala Lumpur
147,213,2025-01-02,jip,Lexus,LX,black,petrol,Sarawak
148,214,2025-01-02,jip,Lexus,LX,white,petrol,W.P. Kuala Lumpur
149,215,2025-01-02,jip,Lexus,LX,white,petrol,Sarawak
150,216,2025-01-02,jip,Lexus,RX,white,petrol,Johor
151,217,2025-01-02,jip,Lexus,RX,white,petrol,W.P. Kuala Lumpur
153,220,2025-01-02,jip,Lexus,RX,white,petrol,Pulau Pinang
154,222,2025-01-02,jip,Lexus,RX,black,petrol,Melaka
156,224,2025-01-02,jip,Lexus,RX,black,petrol,W.P. Kuala Lumpur
157,226,2025-01-02,jip,Lexus,RX,black,petrol,Johor
159,229,2025-01-02,motokar,MG,MG5,white,petrol,Perlis
161,232,2025-01-02,motokar,MG,MG5,yellow,petrol,Pulau Pinang
171,256,2025-01-02,jip,Mazda,CX-8,grey,petrol,W.P. Kuala Lumpur
173,258,2025-01-02,motokar,Mercedes Benz,A-Class,grey,petrol,Negeri Sembilan
174,259,2025-01-02,motokar,Mercedes Benz,A-Class,black,petrol,W.P. Kuala Lumpur
176,261,2025-01-02,motokar,Mercedes Benz,A-Class,white,petrol,Negeri Sembilan
177,262,2025-01-02,motokar,Mercedes Benz,A-Class,white,petrol,W.P. Kuala Lumpur
178,263,2025-01-02,motokar,Mercedes Benz,A-Class,silver,petrol,Selangor
181,266,2025-01-02,motokar,Mercedes Benz,C-Class,grey,petrol,W.P. Kuala Lumpur
190,275,2025-01-02,motokar,Mercedes Benz,E-Class,grey,hybrid_petrol,W.P. Kuala Lumpur
191,276,2025-01-02,motokar,Mercedes Benz,E-Class,grey,petrol,W.P. Kuala Lumpur
193,278,2025-01-02,jip,Mercedes Benz,EQA,pink,electric,W.P. Kuala Lumpur
194,279,2025-01-02,jip,Mercedes Benz,EQS,silver,electric,Selangor
195,280,2025-01-02,jip,Mercedes Benz,GLA,black,hybrid_petrol,Sabah
197,282,2025-01-02,jip,Mercedes Benz,GLC,white,petrol,W.P. Kuala Lumpur
198,283,2025-01-02,jip,Mercedes Benz,GLC,black,hybrid_petrol,W.P. Kuala Lumpur
200,285,2025-01-02,jip,Mercedes Benz,GLC,black,petrol,Sarawak
201,286,2025-01-02,motokar,Mini,John Cooper Works,green,petrol,Selangor
206,292,2025-01-02,window_van,Nissan,Elgrand,white,petrol,W.P. Kuala Lumpur
211,297,2025-01-02,motokar_pelbagai_utiliti,Perodua,Alza,brown,petrol,Pulau Pinang
212,298,2025-01-02,motokar_pelbagai_utiliti,Perodua,Alza,black,petrol,Selangor
223,315,2025-01-02,motokar,Perodua,Myvi,silver,petrol,Pahang
225,317,2025-01-02,motokar,Perodua,Myvi,grey,petrol,Kedah
229,321,2025-01-02,motokar,Porsche,911 Carrera,grey,petrol,Johor
230,322,2025-01-02,motokar,Porsche,911 GT3,yellow,petrol,W.P. Kuala Lumpur
231,323,2025-01-02,jip,Porsche,Cayenne,orange,petrol,Selangor
232,324,2025-01-02,jip,Porsche,Cayenne,black,petrol,Johor
233,325,2025-01-02,jip,Porsche,Cayenne,blue,petrol,Sarawak
240,332,2025-01-02,motokar,Proton,Persona,grey,petrol,Kedah
243,335,2025-01-02,motokar,Proton,S70,black,petrol,W.P. Kuala Lumpur
244,336,2025-01-02,motokar,Proton,S70,grey,petrol,Selangor
253,358,2025-01-02,jip,Proton,X50,silver,petrol,W.P. Kuala Lumpur
254,359,2025-01-02,jip,Proton,X50,white,petrol,W.P. Kuala Lumpur
255,360,2025-01-02,jip,Proton,X70,grey,petrol,W.P. Kuala Lumpur
257,363,2025-01-02,jip,Proton,X90,white,petrol,Selangor
259,365,2025-01-02,motokar,Subaru,BRZ,blue,petrol,Selangor
260,366,2025-01-02,motokar,Subaru,BRZ,silver,petrol,W.P. Kuala Lumpur
262,368,2025-01-02,jip,Suzuki,Jimny,grey,petrol,W.P. Kuala Lumpur
264,370,2025-01-02,jip,Suzuki,Jimny Sierra,grey,petrol,Selangor
266,372,2025-01-02,motokar,Suzuki,Swift,grey,petrol,W.P. Kuala Lumpur
267,373,2025-01-02,motokar,Suzuki,Swift,black,petrol,W.P. Kuala Lumpur
269,375,2025-01-02,motokar,Tesla,Model 3,red,electric,W.P. Kuala Lumpur
271,377,2025-01-02,motokar,Toyota,86,white,petrol,W.P. Kuala Lumpur
272,378,2025-01-02,window_van,Toyota,Alphard,white,petrol,Selangor
273,379,2025-01-02,window_van,Toyota,Alphard,white,petrol,W.P. Kuala Lumpur
275,381,2025-01-02,window_van,Toyota,Alphard,black,petrol,Melaka
276,382,2025-01-02,window_van,Toyota,Alphard,white,petrol,Sarawak
278,384,2025-01-02,window_van,Toyota,Alphard,white,petrol,Melaka
279,389,2025-01-02,window_van,Toyota,Alphard,black,petrol,Perak
280,393,2025-01-02,window_van,Toyota,Alphard,black,petrol,Selangor
282,395,2025-01-02,window_van,Toyota,Alphard,black,petrol,W.P. Kuala Lumpur
283,397,2025-01-02,window_van,Toyota,Alphard,white,petrol,Johor
284,404,2025-01-02,window_van,Toyota,Alphard,black,petrol,Johor
285,416,2025-01-02,window_van,Toyota,Alphard,white,petrol,Perak
286,424,2025-01-02,window_van,Toyota,Alphard,white,petrol,Pulau Pinang
287,437,2025-01-02,window_van,Toyota,Alphard,black,petrol,Sarawak
288,455,2025-01-02,window_van,Toyota,Alphard,white,petrol,Sabah
289,457,2025-01-02,motokar,Toyota,C-HR,black,petrol,W.P. Kuala Lumpur
290,458,2025-01-02,motokar,Toyota,C-HR,red,petrol,W.P. Kuala Lumpur
294,462,2025-01-02,jip,Toyota,Corolla Cross,red,petrol,W.P. Kuala Lumpur
297,470,2025-01-02,jip,Toyota,Corolla Cross,white,petrol,Perak
299,473,2025-01-02,window_van,Toyota,Estima,black,petrol,W.P. Kuala Lumpur
303,478,2025-01-02,jip,Toyota,Harrier,white,petrol,Johor
305,480,2025-01-02,jip,Toyota,Harrier,white,petrol,Melaka
306,481,2025-01-02,jip,Toyota,Harrier,black,petrol,Selangor
307,483,2025-01-02,jip,Toyota,Harrier,white,petrol,W.P. Kuala Lumpur
308,486,2025-01-02,jip,Toyota,Harrier,black,petrol,Pulau Pinang
309,487,2025-01-02,jip,Toyota,Harrier,black,petrol,Perak
311,492,2025-01-02,jip,Toyota,Harrier,black,petrol,Melaka
312,493,2025-01-02,jip,Toyota,Harrier,white,petrol,Selangor
314,497,2025-01-02,window_van,Toyota,Hiace,white,greendiesel,W.P. Kuala Lumpur
315,499,2025-01-02,pick_up,Toyota,Hilux,white,greendiesel,Johor
316,500,2025-01-02,pick_up,Toyota,Hilux,black,greendiesel,Sabah
317,501,2025-01-02,pick_up,Toyota,Hilux,white,greendiesel,Sabah
318,504,2025-01-02,pick_up,Toyota,Hilux,silver,greendiesel,Johor
319,508,2025-01-02,pick_up,Toyota,Hilux,maroon,greendiesel,Sabah
320,509,2025-01-02,pick_up,Toyota,Hilux,white,greendiesel,W.P. Kuala Lumpur
321,510,2025-01-02,pick_up,Toyota,Hilux,brown,greendiesel,W.P. Kuala Lumpur
322,514,2025-01-02,pick_up,Toyota,Hilux,black,greendiesel,W.P. Kuala Lumpur
323,515,2025-01-02,pick_up,Toyota,Hilux,brown,greendiesel,Selangor
324,516,2025-01-02,pick_up,Toyota,Hilux,black,greendiesel,Selangor
325,518,2025-01-02,pick_up,Toyota,Hilux,brown,greendiesel,Sabah
326,523,2025-01-02,pick_up,Toyota,Hilux,silver,greendiesel,Pahang
327,525,2025-01-02,pick_up,Toyota,Hilux,black,greendiesel,Sarawak
328,532,2025-01-02,pick_up,Toyota,Hilux,brown,greendiesel,Kedah
329,533,2025-01-02,pick_up,Toyota,Hilux,white,greendiesel,Kelantan
330,534,2025-01-02,pick_up,Toyota,Hilux,silver,greendiesel,Selangor
331,536,2025-01-02,pick_up,Toyota,Hilux,red,greendiesel,Selangor
332,538,2025-01-02,pick_up,Toyota,Hilux,brown,greendiesel,Johor
333,539,2025-01-02,pick_up,Toyota,Hilux,red,greendiesel,Terengganu
334,545,2025-01-02,pick_up,Toyota,Hilux,black,greendiesel,Pahang
337,553,2025-01-02,motokar_pelbagai_utiliti,Toyota,Innova,silver,petrol,Kedah
340,556,2025-01-02,jip,Toyota,Land Cruiser,white,petrol,Sabah
341,557,2025-01-02,jip,Toyota,Land Cruiser,white,petrol,Selangor
342,558,2025-01-02,jip,Toyota,Land Cruiser,black,petrol,Sabah
343,559,2025-01-02,jip,Toyota,Land Cruiser,white,petrol,W.P. Kuala Lumpur
344,560,2025-01-02,jip,Toyota,Land Cruiser,black,petrol,Sarawak
345,561,2025-01-02,jip,Toyota,Land Cruiser Prado,black,diesel,W.P. Kuala Lumpur
346,562,2025-01-02,motokar,Toyota,Supra,white,petrol,Melaka
348,564,2025-01-02,motokar,Toyota,Supra,black,petrol,W.P. Kuala Lumpur
349,565,2025-01-02,motokar,Toyota,Supra,black,petrol,Sarawak
351,567,2025-01-02,window_van,Toyota,Vellfire,white,petrol,Johor
353,570,2025-01-02,window_van,Toyota,Vellfire,black,petrol,Sarawak
354,571,2025-01-02,window_van,Toyota,Vellfire,black,petrol,Pulau Pinang
355,572,2025-01-02,window_van,Toyota,Vellfire,white,petrol,W.P. Kuala Lumpur
356,574,2025-01-02,window_van,Toyota,Vellfire,white,petrol,Sarawak
357,576,2025-01-02,window_van,Toyota,Vellfire,black,petrol,Selangor
358,582,2025-01-02,window_van,Toyota,Vellfire,black,petrol,Johor
359,583,2025-01-02,window_van,Toyota,Vellfire,white,petrol,Selangor
364,591,2025-01-02,motokar,Toyota,Vios,red,petrol,Sabah
365,604,2025-01-02,motokar,Toyota,Vios,blue,petrol,W.P. Kuala Lumpur
367,610,2025-01-02,window_van,Toyota,Voxy,black,petrol,W.P. Kuala Lumpur
369,612,2025-01-02,window_van,Toyota,Voxy,black,petrol,Johor
370,613,2025-01-02,window_van,Toyota,Voxy,black,petrol,Kelantan
371,614,2025-01-02,window_van,Toyota,Voxy,black,petrol,Perak
375,621,2025-01-02,motokar,Toyota,Yaris,white,petrol,W.P. Kuala Lumpur
376,622,2025-01-02,motokar,Toyota,Yaris,red,petrol,Johor
377,625,2025-01-02,window_van,Weststar Maxus,G10,grey,petrol,Johor
380,628,2025-01-02,window_van,Zeekr,009,white,electric,W.P. Kuala Lumpur
383,631,2025-01-03,motokar,BMW,3 Series,white,petrol,Johor
384,632,2025-01-03,motokar,BMW,4 Series,blue,petrol,W.P. Kuala Lumpur
394,657,2025-01-03,motokar,BYD,Seal,blue,electric,Johor
395,658,2025-01-03,jip,BYD,Sealion,grey,electric,W.P. Kuala Lumpur
397,660,2025-01-03,jip,BYD,Sealion,black,electric,W.P. Kuala Lumpur
398,661,2025-01-03,jip,BYD,Sealion,black,electric,Sabah
400,664,2025-01-03,window_van,Cam,Kingo,white,greendiesel,W.P. Kuala Lumpur
401,680,2025-01-03,window_van,Cam,Placer-X,white,greendiesel,Melaka
405,685,2025-01-03,jip,Chery,Jaecoo J7,black,petrol,W.P. Kuala Lumpur
406,686,2025-01-03,jip,Chery,Jaecoo J7,silver,petrol,W.P. Kuala Lumpur
407,688,2025-01-03,jip,Chery,Jaecoo J7,silver,petrol,Johor
408,691,2025-01-03,jip,Chery,Jaecoo J7,silver,petrol,Pulau Pinang
409,694,2025-01-03,jip,Chery,Jaecoo J7,black,petrol,Johor
411,706,2025-01-03,jip,Chery,Jaecoo J7,white,petrol,W.P. Kuala Lumpur
412,710,2025-01-03,jip,Chery,Jaecoo J7,white,petrol,Johor
417,719,2025-01-03,jip,Chery,Omoda 5,black,petrol,W.P. Kuala Lumpur
421,729,2025-01-03,motokar,Ferrari,F8,red,petrol,W.P. Kuala Lumpur
422,730,2025-01-03,pick_up,Ford,Ranger,orange,petrol,W.P. Kuala Lumpur
425,733,2025-01-03,pick_up,Ford,Ranger,grey,greendiesel,Sarawak
426,734,2025-01-03,pick_up,Ford,Ranger,white,petrol,Pahang
429,739,2025-01-03,window_van,Foton,View,white,greendiesel,W.P. Kuala Lumpur
430,742,2025-01-03,window_van,Foton,View,white,greendiesel,Sabah
431,745,2025-01-03,jip,GAC,GS3,grey,petrol,Selangor
432,746,2025-01-03,jip,GAC,GS3,black,petrol,Pahang
433,747,2025-01-03,jip,GAC,GS3,blue,petrol,Selangor
438,757,2025-01-03,jip,Great Wall,Haval H6,white,hybrid_petrol,Sabah
447,773,2025-01-03,motokar,Honda,City,red,petrol,Sabah
449,775,2025-01-03,motokar,Honda,Civic,white,petrol,Melaka
451,777,2025-01-03,motokar,Honda,HR-V,white,hybrid_petrol,Selangor
452,779,2025-01-03,window_van,Honda,N-Box,white,petrol,W.P. Kuala Lumpur
453,780,2025-01-03,window_van,Honda,STEPWGN,black,petrol,Johor
456,784,2025-01-03,window_van,Hyundai,Staria,blue,diesel,W.P. Kuala Lumpur
459,806,2025-01-03,pick_up,Isuzu,D-Max,grey,greendiesel,Melaka
464,815,2025-01-03,jip,Land Rover,Defender,black,petrol,W.P. Kuala Lumpur
465,816,2025-01-03,jip,Land Rover,Defender,black,petrol,Sarawak
466,817,2025-01-03,jip,Land Rover,Defender,green,diesel,W.P. Kuala Lumpur
467,818,2025-01-03,jip,Land Rover,Defender,brown,petrol,Sarawak
468,820,2025-01-03,jip,Land Rover,Defender,brown,petrol,W.P. Kuala Lumpur
469,821,2025-01-03,jip,Land Rover,Range Rover Velar,black,petrol,W.P. Kuala Lumpur
470,822,2025-01-03,motokar,Lexus,IS,black,petrol,W.P. Kuala Lumpur
471,823,2025-01-03,jip,Lexus,LX,white,petrol,Sarawak
472,824,2025-01-03,jip,Lexus,NX,grey,petrol,Selangor
473,825,2025-01-03,jip,Lexus,NX,black,petrol,W.P. Kuala Lumpur
475,827,2025-01-03,jip,Lexus,NX,black,petrol,Selangor
476,828,2025-01-03,jip,Lexus,RX,white,petrol,W.P. Kuala Lumpur
477,829,2025-01-03,jip,Lexus,RX,black,petrol,W.P. Kuala Lumpur
478,831,2025-01-03,jip,Lexus,RX,white,petrol,Melaka
479,832,2025-01-03,jip,Lexus,RX,blue,petrol,Sarawak
480,833,2025-01-03,jip,MG,MG HS,black,petrol,Pulau Pinang
481,834,2025-01-03,motokar,MG,MG4,blue,electric,W.P. Kuala Lumpur
485,838,2025-01-03,motokar,MG,MG5,grey,petrol,Pulau Pinang
490,843,2025-01-03,motokar,Mazda,CX-30,grey,petrol,W.P. Kuala Lumpur
498,861,2025-01-03,jip,Mazda,CX-8,red,petrol,W.P. Kuala Lumpur
500,863,2025-01-03,motokar,Mazda,MX-5,beige,petrol,Selangor
501,864,2025-01-03,motokar,Mercedes Benz,A-Class,black,petrol,W.P. Kuala Lumpur
502,865,2025-01-03,motokar,Mercedes Benz,A-Class,white,petrol,W.P. Kuala Lumpur
506,870,2025-01-03,motokar,Mercedes Benz,C-Class,blue,petrol,Selangor
507,871,2025-01-03,motokar,Mercedes Benz,C-Class,black,petrol,Johor
508,872,2025-01-03,motokar,Mercedes Benz,C-Class,white,hybrid_petrol,Johor
509,874,2025-01-03,motokar,Mercedes Benz,C-Class,white,petrol,W.P. Kuala Lumpur
511,877,2025-01-03,motokar,Mercedes Benz,CLA,white,petrol,W.P. Kuala Lumpur
514,881,2025-01-03,motokar,Mercedes Benz,CLA,black,petrol,Pulau Pinang
516,883,2025-01-03,motokar,Mercedes Benz,E-Class,black,hybrid_petrol,W.P. Kuala Lumpur
518,887,2025-01-03,jip,Mercedes Benz,GLC,silver,hybrid_petrol,Selangor
519,888,2025-01-03,jip,Mercedes Benz,GLC,black,petrol,W.P. Kuala Lumpur
520,889,2025-01-03,jip,Mercedes Benz,GLE,grey,petrol,Selangor
521,890,2025-01-03,motokar,Mercedes Benz,S-Class,grey,hybrid_petrol,Perak
522,891,2025-01-03,motokar,Mercedes Benz,S-Class,black,hybrid_petrol,W.P. Kuala Lumpur
523,892,2025-01-03,motokar,Mini,Clubman,red,petrol,W.P. Kuala Lumpur
524,893,2025-01-03,motokar,Mini,Cooper,red,petrol,W.P. Kuala Lumpur
525,894,2025-01-03,motokar,Mini,Cooper,grey,electric,Perak
527,896,2025-01-03,motokar,Mini,John Cooper Works,green,petrol,Perak
533,903,2025-01-03,motokar_pelbagai_utiliti,Mitsubishi,Xpander,black,petrol,W.P. Kuala Lumpur
535,906,2025-01-03,motokar_pelbagai_utiliti,Mitsubishi,Xpander,grey,petrol,Melaka
539,912,2025-01-03,motokar,Nissan,Almera,grey,petrol,Johor
540,913,2025-01-03,motokar,Nissan,Almera,grey,petrol,Sabah
553,926,2025-01-03,motokar,Perodua,Myvi,grey,petrol,Melaka
560,934,2025-01-03,motokar,Porsche,718 Cayman,black,petrol,W.P. Kuala Lumpur
561,935,2025-01-03,motokar,Porsche,911 Carrera,black,petrol,W.P. Kuala Lumpur
564,938,2025-01-03,jip,Porsche,Macan,white,petrol,Pulau Pinang
565,939,2025-01-03,motokar,Porsche,Panamera,white,petrol,W.P. Kuala Lumpur
566,940,2025-01-03,motokar,Porsche,Taycan,blue,electric,Selangor
567,941,2025-01-03,motokar,Porsche,Taycan,red,electric,W.P. Kuala Lumpur
568,942,2025-01-03,motokar,Porsche,Taycan,white,electric,W.P. Kuala Lumpur
574,955,2025-01-03,motokar,Proton,S70,blue,petrol,W.P. Kuala Lumpur
587,980,2025-01-03,motokar,Subaru,BRZ,grey,petrol,W.P. Kuala Lumpur
592,985,2025-01-03,motokar,Suzuki,Swift,white,petrol,Johor
593,986,2025-01-03,motokar,Suzuki,Swift,yellow,petrol,W.P. Kuala Lumpur
594,987,2025-01-03,motokar,Toyota,86,red,petrol,Selangor
595,988,2025-01-03,window_van,Toyota,Alphard,white,petrol,W.P. Kuala Lumpur
596,989,2025-01-03,window_van,Toyota,Alphard,white,petrol,Pahang
597,990,2025-01-03,window_van,Toyota,Alphard,white,petrol,Perak
598,994,2025-01-03,window_van,Toyota,Alphard,black,petrol,Johor
599,996,2025-01-03,window_van,Toyota,Alphard,black,petrol,Pulau Pinang
600,997,2025-01-03,window_van,Toyota,Alphard,white,petrol,Johor
601,998,2025-01-03,window_van,Toyota,Alphard,black,petrol,W.P. Kuala Lumpur
602,999,2025-01-03,window_van,Toyota,Alphard,white,petrol,Pulau Pinang
604,1001,2025-01-03,window_van,Toyota,Alphard,black,petrol,Selangor
607,1008,2025-01-03,window_van,Toyota,Alphard,white,petrol,Sarawak
608,1012,2025-01-03,window_van,Toyota,Alphard,black,petrol,Pahang
609,1025,2025-01-03,window_van,Toyota,Alphard,white,petrol,Selangor
613,1051,2025-01-03,jip,Toyota,Corolla Cross,red,hybrid_petrol,Johor
615,1053,2025-01-03,jip,Toyota,Corolla Cross,blue,hybrid_petrol,W.P. Kuala Lumpur
620,1061,2025-01-03,window_van,Toyota,Crown,black,petrol,W.P. Kuala Lumpur
621,1062,2025-01-03,window_van,Toyota,Esquire,black,petrol,W.P. Kuala Lumpur
626,1068,2025-01-03,jip,Toyota,Fortuner,black,greendiesel,W.P. Kuala Lumpur
628,1070,2025-01-03,jip,Toyota,Harrier,black,petrol,Johor
629,1071,2025-01-03,jip,Toyota,Harrier,white,petrol,Johor
632,1077,2025-01-03,jip,Toyota,Harrier,black,petrol,W.P. Kuala Lumpur
633,1078,2025-01-03,jip,Toyota,Harrier,white,petrol,Selangor
635,1085,2025-01-03,jip,Toyota,Harrier,white,petrol,W.P. Kuala Lumpur
636,1086,2025-01-03,pick_up,Toyota,Hilux,black,greendiesel,Sabah
637,1087,2025-01-03,pick_up,Toyota,Hilux,black,greendiesel,W.P. Kuala Lumpur
638,1088,2025-01-03,pick_up,Toyota,Hilux,white,greendiesel,Sabah
639,1090,2025-01-03,pick_up,Toyota,Hilux,brown,greendiesel,W.P. Kuala Lumpur
640,1093,2025-01-03,pick_up,Toyota,Hilux,black,greendiesel,Negeri Sembilan
641,1094,2025-01-03,pick_up,Toyota,Hilux,white,greendiesel,Johor
642,1095,2025-01-03,pick_up,Toyota,Hilux,silver,greendiesel,W.P. Kuala Lumpur
643,1097,2025-01-03,pick_up,Toyota,Hilux,white,greendiesel,Sarawak
644,1098,2025-01-03,pick_up,Toyota,Hilux,white,greendiesel,Pulau Pinang
645,1099,2025-01-03,pick_up,Toyota,Hilux,red,greendiesel,Perak
646,1100,2025-01-03,pick_up,Toyota,Hilux,silver,greendiesel,Perak
647,1101,2025-01-03,pick_up,Toyota,Hilux,silver,greendiesel,Pahang
648,1102,2025-01-03,pick_up,Toyota,Hilux,black,greendiesel,Johor
649,1106,2025-01-03,pick_up,Toyota,Hilux,silver,greendiesel,Johor
650,1107,2025-01-03,pick_up,Toyota,Hilux,black,greendiesel,Selangor
651,1108,2025-01-03,pick_up,Toyota,Hilux,brown,greendiesel,Perak
652,1110,2025-01-03,pick_up,Toyota,Hilux,silver,greendiesel,Melaka
653,1111,2025-01-03,pick_up,Toyota,Hilux,brown,greendiesel,Sabah
654,1112,2025-01-03,pick_up,Toyota,Hilux,silver,greendiesel,Sabah
657,1119,2025-01-03,motokar_pelbagai_utiliti,Toyota,Innova,brown,petrol,Sabah
658,1122,2025-01-03,motokar_pelbagai_utiliti,Toyota,Innova,white,petrol,Sabah
659,1123,2025-01-03,motokar_pelbagai_utiliti,Toyota,Innova,grey,petrol,Sabah
662,1128,2025-01-03,jip,Toyota,Land Cruiser,white,petrol,Sarawak
664,1130,2025-01-03,jip,Toyota,Land Cruiser,white,petrol,Sabah
665,1131,2025-01-03,jip,Toyota,Land Cruiser,black,petrol,W.P. Kuala Lumpur
666,1132,2025-01-03,jip,Toyota,Land Cruiser,white,diesel,Sabah
667,1133,2025-01-03,jip,Toyota,Land Cruiser,white,petrol,Johor
668,1134,2025-01-03,jip,Toyota,Land Cruiser Prado,black,petrol,Johor
669,1135,2025-01-03,motokar,Toyota,Supra,white,petrol,W.P. Kuala Lumpur
671,1137,2025-01-03,window_van,Toyota,Tank,gold,petrol,W.P. Kuala Lumpur
